,index,team,player,location
1027,1635,England,Harry Kane,"[80.9, 53.6]"
1028,1637,England,Luke Shaw,"[64.2, 16.0]"
1029,1638,England,Harry Kane,"[75.1, 25.5]"
1030,1639,England,Bukayo Saka,"[100.0, 68.7]"
1031,1640,England,Jordan Brian Henderson,"[114.5, 73.2]"
1032,1641,England,John Stones,"[52.5, 60.2]"
1033,1642,England,Harry Maguire,"[59.0, 24.6]"
1034,1643,England,Luke Shaw,"[86.2, 6.1]"
1035,1644,England,Harry Kane,"[86.7, 13.0]"
1036,1657,England,Philip Foden,"[57.5, 23.6]"
1037,1658,England,Luke Shaw,"[48.3, 18.9]"
1038,1659,England,Harry Kane,"[67.1, 14.5]"
1039,1660,England,Bukayo Saka,"[111.0, 35.9]"
1040,1664,England,Declan Rice,"[80.3, 74.1]"
1041,1665,England,Jordan Brian Henderson,"[83.0, 77.4]"
1042,1666,England,Kyle Walker,"[66.4, 72.1]"
1043,1667,England,Declan Rice,"[72.5, 68.0]"
1044,1668,England,John Stones,"[52.5, 56.8]"
1045,1669,England,Harry Maguire,"[36.7, 31.0]"
1046,1670,England,Philip Foden,"[53.8, 5.5]"
1047,1671,England,Harry Maguire,"[14.4, 8.4]"
1048,1672,England,Jordan Pickford,"[6.0, 38.9]"
1049,1673,England,John Stones,"[21.1, 56.3]"
1050,1674,England,Declan Rice,"[27.1, 44.4]"
1051,1675,England,Harry Kane,"[47.1, 43.7]"
1052,1676,England,Jordan Brian Henderson,"[88.7, 74.7]"
1053,1677,England,Kyle Walker,"[103.5, 72.1]"
1054,1687,England,Philip Foden,"[80.3, 10.7]"
1055,1689,England,Harry Kane,"[57.5, 27.6]"
1056,1690,England,Philip Foden,"[81.8, 24.0]"
1057,1691,England,Harry Kane,"[84.5, 59.6]"
1058,1697,England,Jordan Brian Henderson,"[65.9, 51.5]"
1059,1698,England,Kyle Walker,"[52.6, 62.6]"
1060,1699,England,John Stones,"[33.8, 58.5]"
1061,1700,England,Jordan Pickford,"[10.4, 38.2]"
1062,1701,England,Philip Foden,"[63.1, 11.3]"
1063,1707,England,Jordan Brian Henderson,"[43.1, 71.2]"
1064,1708,England,Jude Bellingham,"[67.6, 65.7]"
1065,1709,England,Kyle Walker,"[47.4, 70.1]"
1066,1710,England,Declan Rice,"[47.6, 65.7]"
1067,1711,England,John Stones,"[41.0, 48.9]"
1068,1712,England,Kyle Walker,"[47.1, 64.8]"
1069,1713,England,Jordan Brian Henderson,"[56.6, 74.8]"
1070,1714,England,Kyle Walker,"[36.6, 73.2]"
1071,1715,England,John Stones,"[26.5, 43.7]"
1072,1716,England,Harry Maguire,"[34.9, 17.7]"
1073,1717,England,Philip Foden,"[59.2, 17.7]"
1074,1718,England,Jude Bellingham,"[62.7, 28.8]"
1075,1719,England,Luke Shaw,"[68.5, 4.5]"
1076,1720,England,Jude Bellingham,"[60.9, 19.8]"
1077,1721,England,Harry Maguire,"[45.0, 13.0]"
1078,1722,England,John Stones,"[46.5, 51.6]"
1079,1723,England,Bukayo Saka,"[76.1, 75.3]"
1080,1724,England,Jordan Brian Henderson,"[78.7, 60.5]"
1081,1725,England,Kyle Walker,"[77.5, 52.1]"
1082,1730,England,Jordan Pickford,"[9.5, 35.9]"
1083,1731,England,Luke Shaw,"[43.3, 7.3]"
1084,1732,England,Jude Bellingham,"[51.8, 18.8]"
1085,1733,England,Harry Maguire,"[29.2, 12.8]"
1086,1734,England,John Stones,"[27.2, 58.2]"
1087,1735,England,Jordan Brian Henderson,"[48.3, 59.6]"
1088,1736,England,John Stones,"[34.9, 60.5]"
1089,1737,England,Jordan Brian Henderson,"[44.8, 68.4]"
1090,1738,England,John Stones,"[35.5, 52.1]"
1091,1739,England,Jordan Brian Henderson,"[37.0, 71.2]"
1092,1740,England,Jordan Pickford,"[18.8, 48.7]"
1093,1741,England,Kyle Walker,"[43.3, 73.2]"
1094,1742,England,John Stones,"[32.3, 63.7]"
1095,1743,England,Declan Rice,"[39.8, 62.6]"
1096,1744,England,Kyle Walker,"[39.8, 76.2]"
1097,1745,England,Marcus Rashford,"[52.5, 68.0]"
1098,1746,England,Declan Rice,"[46.5, 64.8]"
1099,1747,England,Marcus Rashford,"[61.3, 72.9]"
1100,1748,England,Jordan Brian Henderson,"[62.4, 64.6]"
1101,1749,England,Declan Rice,"[51.8, 44.7]"
1102,1750,England,Harry Maguire,"[45.3, 25.3]"
1103,1751,England,Marcus Rashford,"[61.8, 69.0]"
1104,1752,England,Kyle Walker,"[47.4, 62.0]"
1105,1753,England,John Stones,"[45.9, 48.9]"
1106,1754,England,Jordan Brian Henderson,"[61.3, 52.5]"
1107,1755,England,Kyle Walker,"[47.1, 62.5]"
1108,1756,England,John Stones,"[41.6, 50.4]"
1109,1757,England,Harry Maguire,"[35.6, 28.4]"
1110,1758,England,Jordan Pickford,"[12.7, 27.8]"
1111,1764,England,Harry Kane,"[79.2, 20.0]"
1112,1775,England,John Stones,"[19.6, 62.6]"
1113,1776,England,Jordan Brian Henderson,"[33.2, 65.7]"
1114,1777,England,John Stones,"[20.5, 68.4]"
1115,1778,England,Declan Rice,"[33.4, 58.8]"
1116,1779,England,Jordan Pickford,"[10.6, 47.9]"
1117,1780,England,Harry Maguire,"[19.0, 24.3]"
1118,1781,England,John Stones,"[15.9, 53.1]"
1119,1782,England,Kyle Walker,"[31.5, 74.8]"
1120,1783,England,John Stones,"[17.9, 57.0]"
1121,1784,England,Jordan Brian Henderson,"[58.6, 69.0]"
1122,1785,England,Marcus Rashford,"[71.2, 76.4]"
1123,1786,England,Jordan Brian Henderson,"[90.8, 74.7]"
1124,1803,England,Declan Rice,"[20.1, 22.3]"
1125,1804,England,Marcus Rashford,"[92.4, 73.4]"
1126,1806,England,John Stones,"[12.9, 76.7]"
1127,1807,England,Marcus Rashford,"[56.7, 74.8]"
1128,1811,England,Marcus Rashford,"[86.1, 77.7]"
1129,1812,England,John Stones,"[56.3, 77.7]"
1130,1813,England,Harry Maguire,"[48.3, 51.2]"
1131,1814,England,Luke Shaw,"[45.9, 31.0]"
1132,1815,England,Jack Grealish,"[57.2, 6.4]"
1133,1816,England,Marcus Rashford,"[76.0, 75.3]"
1134,1817,England,Kyle Walker,"[63.0, 74.6]"
1135,1818,England,Declan Rice,"[55.8, 67.6]"
1136,1819,England,Kyle Walker,"[57.0, 76.5]"
1137,1820,England,John Stones,"[22.8, 56.5]"
1138,1821,England,Jordan Pickford,"[11.0, 44.7]"
1139,1822,England,Luke Shaw,"[48.8, 6.1]"
1140,1823,England,Harry Kane,"[69.3, 14.8]"
1141,1824,England,Luke Shaw,"[51.2, 13.4]"
1142,1825,England,Jack Grealish,"[72.2, 5.4]"
1143,1826,England,Harry Maguire,"[115.5, 58.4]"
1144,1829,England,Jordan Pickford,"[28.1, 66.6]"
1145,1830,England,Marcus Rashford,"[107.6, 76.2]"
1146,1835,England,Jordan Brian Henderson,"[29.8, 55.3]"
1147,1836,England,Marcus Rashford,"[39.1, 65.2]"
1148,1837,England,Declan Rice,"[47.6, 55.5]"
1149,1847,England,Declan Rice,"[49.7, 53.6]"
1150,1848,England,Jack Grealish,"[59.4, 37.5]"
1151,1849,England,Kyle Walker,"[49.7, 74.8]"
1152,1850,England,Jordan Brian Henderson,"[51.9, 67.8]"
1153,1851,England,Marcus Rashford,"[102.0, 69.7]"
1154,1852,England,Harry Kane,"[109.0, 42.0]"
1155,1855,England,Jordan Brian Henderson,"[74.8, 26.6]"
1156,1856,England,Declan Rice,"[71.2, 20.1]"
1157,1857,England,Jack Grealish,"[88.0, 4.9]"
1158,1858,England,Luke Shaw,"[75.8, 8.1]"
1159,1859,England,Declan Rice,"[69.0, 11.4]"
1160,1860,England,Harry Maguire,"[52.6, 21.6]"
1161,1861,England,Kyle Walker,"[62.8, 53.6]"
1162,1862,England,Jordan Brian Henderson,"[61.8, 49.3]"
1163,1863,England,Kyle Walker,"[62.3, 59.6]"
1164,1864,England,Eric Dier,"[46.6, 59.6]"
1165,1865,England,Declan Rice,"[53.8, 45.6]"
1166,1866,England,Jordan Brian Henderson,"[57.2, 54.6]"
1167,1867,England,Eric Dier,"[41.8, 51.2]"
1168,1868,England,Harry Maguire,"[43.7, 30.5]"
1169,1869,England,Eric Dier,"[39.9, 55.3]"
1170,1872,England,Kyle Walker,"[57.0, 74.3]"
1171,1873,England,Declan Rice,"[57.7, 63.5]"
1172,1874,England,Luke Shaw,"[68.8, 25.4]"
1173,1875,England,Jack Grealish,"[81.5, 4.0]"
1174,1876,England,Luke Shaw,"[79.9, 15.3]"
1175,1877,England,Jack Grealish,"[91.4, 5.4]"
1176,1878,England,Harry Maguire,"[51.2, 10.5]"
1177,1879,England,Eric Dier,"[47.6, 38.7]"
1178,1880,England,Kyle Walker,"[52.2, 74.8]"
1179,1881,England,Eric Dier,"[31.0, 72.6]"
1180,1882,England,Jordan Pickford,"[11.0, 36.5]"
1181,1883,England,Jack Grealish,"[88.3, 7.8]"
1182,1893,England,Marcus Rashford,"[74.5, 78.6]"
1183,1894,England,Mason Mount,"[72.9, 67.6]"
1184,1895,England,Marcus Rashford,"[79.4, 72.6]"
1185,1896,England,Harry Kane,"[86.1, 65.2]"
1186,1915,England,Marcus Rashford,"[95.3, 73.4]"
1187,1916,England,Mason Mount,"[100.3, 63.7]"
1188,1919,England,Jack Grealish,"[86.8, 9.0]"
1189,1931,England,Harry Kane,"[97.4, 58.2]"
1190,1940,England,Declan Rice,"[33.1, 9.0]"
1191,1941,England,Jack Grealish,"[37.9, 44.2]"
1192,1942,England,Eric Dier,"[22.8, 52.4]"
1193,1943,England,Kyle Walker,"[30.5, 64.4]"
1194,1944,England,Harry Kane,"[48.1, 76.7]"
1195,1945,England,Kyle Walker,"[35.1, 73.4]"
1196,1946,England,Eric Dier,"[13.9, 65.4]"
1197,1947,England,Jordan Pickford,"[9.8, 37.7]"
1198,1948,England,Declan Rice,"[22.8, 35.5]"
1199,1949,England,Eric Dier,"[10.7, 58.7]"
1200,1950,England,Declan Rice,"[17.7, 52.2]"
1201,1951,England,Kyle Walker,"[33.8, 74.8]"
1202,1952,England,Declan Rice,"[53.4, 77.7]"
1203,1956,England,Eric Dier,"[40.8, 60.3]"
1204,1957,England,Kalvin Phillips,"[50.0, 60.3]"
1205,1958,England,Kyle Walker,"[38.7, 77.9]"
1206,1959,England,Kalvin Phillips,"[37.2, 71.7]"
1207,1960,England,Kyle Walker,"[57.7, 77.4]"
1208,1975,England,Harry Kane,"[82.0, 70.9]"
1209,1976,England,Kyle Walker,"[46.1, 77.0]"
1210,1977,England,Eric Dier,"[18.9, 71.7]"
1211,1978,England,Jordan Pickford,"[11.0, 48.8]"
1212,1979,England,Marcus Rashford,"[68.1, 72.9]"
1213,1980,England,Kyle Walker,"[51.0, 73.4]"
1214,1981,England,Declan Rice,"[35.5, 69.3]"
1215,1982,England,Kyle Walker,"[35.5, 77.4]"
1216,1983,England,Eric Dier,"[11.7, 77.0]"
1217,1984,England,Harry Kane,"[74.8, 54.8]"
1218,1985,England,Kalvin Phillips,"[73.1, 56.7]"
1219,1986,England,Jack Grealish,"[92.4, 25.9]"
1220,1987,England,Luke Shaw,"[115.5, 22.5]"
1221,1988,England,Marcus Rashford,"[117.8, 45.9]"
1222,1998,England,Jack Grealish,"[29.0, 33.4]"
1223,2016,England,Declan Rice,"[18.6, 19.8]"
1224,2017,England,Jordan Pickford,"[2.9, 32.8]"
1225,2024,England,Declan Rice,"[46.7, 18.6]"
1226,2025,England,Jude Bellingham,"[74.0, 3.1]"
1227,2026,England,John Stones,"[32.1, 41.7]"
1228,2027,England,Jordan Pickford,"[14.9, 27.7]"
1229,2028,England,John Stones,"[21.7, 52.5]"
1230,2029,England,Kyle Walker,"[36.9, 73.0]"
1231,2030,England,Harry Maguire,"[21.7, 12.8]"
1232,2031,England,Luke Shaw,"[42.6, 3.4]"
1233,2032,England,Philip Foden,"[63.1, 2.7]"
1234,2033,England,Harry Maguire,"[29.2, 9.4]"
1235,2034,England,Jude Bellingham,"[39.3, 3.6]"
1236,2035,England,Harry Maguire,"[25.1, 16.6]"
1237,2036,England,Jude Bellingham,"[38.8, 3.4]"
1238,2037,England,Luke Shaw,"[54.7, 2.2]"
1239,2045,England,Jordan Brian Henderson,"[84.6, 14.7]"
1240,2046,England,Harry Kane,"[97.6, 12.8]"
1241,2047,England,Jordan Brian Henderson,"[99.0, 24.8]"
1242,2050,England,Jordan Pickford,"[8.4, 51.1]"
1243,2051,England,John Stones,"[19.5, 50.8]"
1244,2052,England,Harry Maguire,"[31.1, 10.4]"
1245,2053,England,Luke Shaw,"[53.7, 2.4]"
1246,2054,England,Philip Foden,"[67.2, 2.4]"
1247,2058,England,Kyle Walker,"[32.8, 72.8]"
1248,2059,England,Bukayo Saka,"[50.4, 74.0]"
1249,2060,England,Harry Maguire,"[38.6, 3.9]"
1250,2061,England,Philip Foden,"[75.9, 4.8]"
1251,2062,England,Luke Shaw,"[73.0, 1.7]"
1252,2063,England,Jordan Pickford,"[17.8, 5.8]"
1253,2064,England,John Stones,"[31.6, 31.6]"
1254,2065,England,Kyle Walker,"[36.1, 54.7]"
1255,2066,England,Bukayo Saka,"[55.2, 71.8]"
1256,2067,England,Jordan Brian Henderson,"[46.3, 57.6]"
1257,2068,England,Bukayo Saka,"[42.2, 70.1]"
1258,2069,England,John Stones,"[14.7, 56.9]"
1259,2070,England,Harry Maguire,"[28.2, 6.5]"
1260,2071,England,Jude Bellingham,"[47.7, 10.6]"
1261,2072,England,Luke Shaw,"[50.1, 4.3]"
1262,2073,England,Declan Rice,"[53.7, 10.4]"
1263,2074,England,Harry Maguire,"[32.1, 8.4]"
1264,2075,England,Jordan Pickford,"[14.5, 38.5]"
1265,2076,England,John Stones,"[22.9, 51.6]"
1266,2077,England,Declan Rice,"[34.2, 48.7]"
1267,2078,England,Kyle Walker,"[31.1, 73.7]"
1268,2079,England,John Stones,"[4.3, 70.1]"
1269,2080,England,Jordan Brian Henderson,"[40.2, 66.7]"
1270,2082,England,Philip Foden,"[66.7, 34.7]"
1271,2084,England,Jude Bellingham,"[78.3, 23.6]"
1272,2085,England,Kyle Walker,"[81.2, 50.6]"
1273,2086,England,Declan Rice,"[114.7, 20.5]"
1274,2087,England,Philip Foden,"[97.1, 27.0]"
1275,2088,England,Harry Kane,"[101.4, 33.7]"
1276,2092,England,Jordan Pickford,"[13.0, 28.9]"
1277,2093,England,John Stones,"[14.9, 46.0]"
1278,2094,England,Harry Maguire,"[33.7, 5.3]"
1279,2095,England,Jude Bellingham,"[57.3, 6.7]"
1280,2096,England,Luke Shaw,"[56.9, 1.7]"
1281,2097,England,Jude Bellingham,"[82.3, 5.5]"
1282,2098,England,Bukayo Saka,"[106.5, 73.0]"
1283,2099,England,Kyle Walker,"[88.4, 71.8]"
1284,2100,England,Declan Rice,"[56.1, 52.5]"
1285,2101,England,John Stones,"[48.9, 39.8]"
1286,2102,England,Luke Shaw,"[36.6, 5.3]"
1287,2103,England,Harry Maguire,"[23.1, 20.2]"
1288,2105,England,Jude Bellingham,"[56.9, 9.6]"
1289,2106,England,Luke Shaw,"[48.7, 3.4]"
1290,2107,England,Harry Maguire,"[47.0, 3.6]"
1291,2108,England,Luke Shaw,"[65.8, 2.7]"
1292,2109,England,Philip Foden,"[89.4, 2.7]"
1293,2110,England,Harry Kane,"[80.5, 4.3]"
1294,2111,England,Bukayo Saka,"[96.1, 67.7]"
1295,2112,England,Kyle Walker,"[75.9, 67.7]"
1296,2113,England,John Stones,"[54.9, 39.5]"
1297,2114,England,Jordan Brian Henderson,"[82.4, 74.7]"
1298,2115,England,Jude Bellingham,"[95.6, 27.9]"
1299,2116,England,Kyle Walker,"[73.5, 53.5]"
1300,2117,England,Harry Maguire,"[67.2, 25.8]"
1301,2118,England,Philip Foden,"[90.1, 3.9]"
1302,2119,England,Harry Maguire,"[76.1, 8.2]"
1303,2120,England,John Stones,"[64.3, 34.9]"
1304,2121,England,Kyle Walker,"[63.8, 53.0]"
1305,2122,England,John Stones,"[56.4, 39.0]"
1306,2123,England,Declan Rice,"[67.2, 38.1]"
1307,2124,England,Kyle Walker,"[58.1, 51.8]"
1308,2125,England,Bukayo Saka,"[77.3, 74.0]"
1309,2126,England,Kyle Walker,"[43.9, 67.9]"
1310,2127,England,John Stones,"[37.8, 46.5]"
1311,2128,England,Jordan Brian Henderson,"[61.2, 51.6]"
1312,2129,England,Kyle Walker,"[47.0, 55.6]"
1313,2130,England,Bukayo Saka,"[116.6, 66.7]"
1314,2131,England,Luke Shaw,"[91.3, 5.8]"
1315,2132,England,Jude Bellingham,"[90.6, 13.5]"
1316,2133,England,Philip Foden,"[95.2, 11.6]"
1317,2134,England,Jude Bellingham,"[93.2, 14.7]"
1318,2137,England,Harry Maguire,"[62.4, 3.9]"
1319,2138,England,Harry Kane,"[110.6, 11.3]"
1320,2139,England,Harry Kane,"[94.7, 54.0]"
1321,2143,England,Bukayo Saka,"[78.3, 66.2]"
1322,2144,England,Harry Kane,"[84.6, 55.6]"
1323,2145,England,Harry Kane,"[82.9, 60.9]"
1324,2146,England,Harry Kane,"[84.6, 63.8]"
1325,2147,England,Jordan Brian Henderson,"[93.2, 74.9]"
1326,2149,England,Harry Maguire,"[32.1, 11.6]"
1327,2150,England,Declan Rice,"[41.9, 17.6]"
1328,2151,England,John Stones,"[25.5, 27.9]"
1329,2152,England,Jordan Pickford,"[7.5, 34.9]"
1330,2155,England,Harry Kane,"[103.4, 10.6]"
1331,2156,England,Philip Foden,"[106.5, 5.5]"
1332,2157,England,Luke Shaw,"[96.4, 3.1]"
1333,2158,England,Philip Foden,"[104.3, 3.1]"
1334,2159,England,Harry Kane,"[100.5, 12.5]"
1335,2161,England,Jordan Brian Henderson,"[68.9, 56.6]"
1336,2163,England,Jordan Brian Henderson,"[65.3, 73.8]"
1337,2164,England,John Stones,"[24.8, 73.0]"
1338,2165,England,Jordan Pickford,"[8.4, 41.4]"
1339,2166,England,Luke Shaw,"[54.9, 2.2]"
1340,2167,England,Harry Maguire,"[44.3, 5.3]"
1341,2168,England,John Stones,"[37.6, 32.5]"
1342,2169,England,Kyle Walker,"[39.3, 54.0]"
1343,2170,England,Harry Maguire,"[43.9, 7.5]"
1344,2171,England,Luke Shaw,"[57.3, 1.4]"
1345,2172,England,Declan Rice,"[57.3, 12.3]"
1346,2173,England,Philip Foden,"[76.4, 8.4]"
1347,2174,England,Luke Shaw,"[84.3, 2.2]"
1348,2175,England,Harry Kane,"[92.0, 20.7]"
1349,2179,England,Declan Rice,"[20.0, 14.7]"
1350,2180,England,John Stones,"[12.5, 24.3]"
1351,2181,England,Declan Rice,"[29.6, 32.5]"
1352,2182,England,John Stones,"[24.1, 48.4]"
1353,2183,England,Kyle Walker,"[36.1, 65.8]"
1354,2184,England,Bukayo Saka,"[56.4, 74.9]"
1355,2185,England,Kyle Walker,"[52.3, 56.1]"
1356,2188,England,Declan Rice,"[31.6, 56.6]"
1357,2189,England,Jordan Pickford,"[3.9, 38.1]"
1358,2190,England,Jude Bellingham,"[37.6, 40.7]"
1359,2191,England,Kyle Walker,"[13.7, 75.6]"
1360,2192,England,John Stones,"[6.0, 61.9]"
1361,2193,England,Jordan Brian Henderson,"[28.9, 46.5]"
1362,2194,England,John Stones,"[14.7, 35.7]"
1363,2195,England,Harry Maguire,"[24.6, 5.3]"
1364,2196,England,John Stones,"[22.2, 47.5]"
1365,2197,England,Kyle Walker,"[31.8, 63.8]"
1366,2198,England,Jordan Pickford,"[15.4, 42.4]"
1367,2199,England,Harry Maguire,"[32.1, 13.7]"
1368,2200,England,John Stones,"[33.3, 37.6]"
1369,2201,England,Kyle Walker,"[49.6, 71.1]"
1370,2202,England,Harry Maguire,"[32.8, 21.7]"
1371,2203,England,Jude Bellingham,"[56.4, 1.7]"
1372,2204,England,Philip Foden,"[74.0, 2.4]"
1373,2205,England,Jude Bellingham,"[52.8, 3.1]"
1374,2206,England,John Stones,"[42.2, 27.9]"
1375,2207,England,Kyle Walker,"[47.7, 49.1]"
1376,2208,England,Philip Foden,"[92.5, 18.8]"
1377,2213,England,Kyle Walker,"[51.3, 72.3]"
1378,2214,England,John Stones,"[113.5, 45.4]"
1379,2221,England,Declan Rice,"[8.0, 55.9]"
1380,2222,England,Bukayo Saka,"[18.8, 62.2]"
1381,2223,England,Kyle Walker,"[2.4, 59.5]"
1382,2226,England,Harry Maguire,"[22.7, 22.6]"
1383,2227,England,Luke Shaw,"[33.0, 3.4]"
1384,2228,England,Jordan Pickford,"[4.3, 39.8]"
1385,2229,England,John Stones,"[17.8, 63.1]"
1386,2232,England,Kyle Walker,"[43.6, 54.7]"
1387,2233,England,John Stones,"[34.2, 41.9]"
1388,2234,England,Kyle Walker,"[41.9, 56.6]"
1389,2235,England,John Stones,"[28.2, 47.0]"
1390,2236,England,Harry Maguire,"[26.5, 12.8]"
1391,2237,England,Jordan Pickford,"[9.4, 32.0]"
1392,2238,England,Harry Maguire,"[28.2, 3.4]"
1393,2239,England,Luke Shaw,"[54.7, 3.4]"
1394,2240,England,Harry Maguire,"[37.6, 3.6]"
1395,2242,England,Harry Maguire,"[39.8, 18.8]"
1396,2243,England,Luke Shaw,"[47.7, 3.4]"
1397,2244,England,Jude Bellingham,"[48.9, 9.4]"
1398,2245,England,Jordan Brian Henderson,"[51.1, 23.4]"
1399,2246,England,John Stones,"[39.0, 44.6]"
1400,2247,England,Harry Maguire,"[45.8, 5.3]"
1401,2248,England,John Stones,"[37.1, 29.4]"
1402,2249,England,Kyle Walker,"[38.6, 44.8]"
1403,2250,England,Harry Maguire,"[44.3, 6.3]"
1404,2251,England,John Stones,"[41.9, 32.5]"
1405,2252,England,Kyle Walker,"[54.0, 71.1]"
1406,2253,England,Jordan Brian Henderson,"[59.0, 55.6]"
1407,2254,England,John Stones,"[40.2, 54.0]"
1408,2255,England,Jordan Brian Henderson,"[47.7, 68.9]"
1409,2256,England,Bukayo Saka,"[86.3, 69.1]"
1410,2257,England,Declan Rice,"[75.2, 44.8]"
1411,2258,England,Luke Shaw,"[79.3, 5.3]"
1412,2259,England,Jude Bellingham,"[90.3, 3.6]"
1413,2260,England,Declan Rice,"[71.3, 15.7]"
1414,2261,England,John Stones,"[64.8, 34.7]"
1415,2262,England,Declan Rice,"[67.0, 13.3]"
1416,2263,England,Jude Bellingham,"[66.3, 2.2]"
1417,2264,England,Bukayo Saka,"[76.4, 13.3]"
1418,2265,England,Philip Foden,"[89.1, 12.5]"
1419,2266,England,Bukayo Saka,"[82.4, 9.6]"
1420,2267,England,John Stones,"[51.6, 35.4]"
1421,2268,England,Declan Rice,"[56.6, 27.0]"
1422,2269,England,John Stones,"[50.4, 42.9]"
1423,2270,England,Kyle Walker,"[39.8, 68.8]"
1424,2271,England,Jordan Pickford,"[17.1, 32.2]"
1425,2272,England,Harry Maguire,"[30.4, 11.5]"
1426,2273,England,Jordan Pickford,"[23.2, 24.8]"
1427,2274,England,John Stones,"[35.6, 46.2]"
1428,2276,England,Harry Maguire,"[37.1, 34.8]"
1429,2277,England,Harry Kane,"[91.2, 70.5]"
1430,2278,England,Kyle Walker,"[84.8, 75.7]"
1431,2279,England,John Stones,"[57.4, 69.4]"
1432,2280,England,Harry Maguire,"[51.4, 34.0]"
1433,2281,England,Luke Shaw,"[69.8, 4.2]"
1434,2282,England,Harry Maguire,"[46.1, 16.9]"
1435,2283,England,John Stones,"[53.6, 44.2]"
1436,2284,England,Jordan Brian Henderson,"[66.4, 49.1]"
1437,2285,England,John Stones,"[50.8, 47.6]"
1438,2286,England,Jordan Brian Henderson,"[55.7, 51.3]"
1439,2287,England,John Stones,"[53.6, 41.3]"
1440,2288,England,Harry Maguire,"[55.9, 11.7]"
1441,2289,England,Luke Shaw,"[80.3, 4.2]"
1442,2290,England,Philip Foden,"[87.5, 10.0]"
1443,2291,England,Luke Shaw,"[80.6, 9.7]"
1444,2292,England,Philip Foden,"[91.2, 6.9]"
1445,2293,England,Jude Bellingham,"[83.4, 14.9]"
1446,2294,England,Harry Maguire,"[61.1, 12.1]"
1447,2295,England,Jude Bellingham,"[74.1, 5.4]"
1448,2296,England,Harry Maguire,"[52.5, 8.9]"
1449,2297,England,John Stones,"[47.6, 34.8]"
1450,2298,England,Jordan Brian Henderson,"[53.6, 55.5]"
1451,2299,England,John Stones,"[46.6, 40.1]"
1452,2321,England,Bukayo Saka,"[25.0, 77.2]"
1453,2323,England,Bukayo Saka,"[1.2, 58.3]"
1454,2324,England,Harry Kane,"[36.6, 55.8]"
1455,2325,England,John Stones,"[35.6, 36.7]"
1456,2326,England,Harry Maguire,"[40.9, 20.5]"
1457,2327,England,Philip Foden,"[62.5, 2.8]"
1458,2328,England,Harry Maguire,"[37.2, 13.2]"
1459,2329,England,Jordan Pickford,"[23.3, 31.2]"
1460,2330,England,John Stones,"[27.6, 49.7]"
1461,2331,England,Harry Maguire,"[37.7, 15.3]"
1462,2332,England,Jude Bellingham,"[50.4, 3.7]"
1463,2333,England,Harry Maguire,"[39.2, 10.3]"
1464,2334,England,Luke Shaw,"[77.9, 5.0]"
1465,2335,England,Harry Kane,"[83.7, 3.9]"
1466,2344,England,John Stones,"[41.5, 45.9]"
1467,2349,England,Bukayo Saka,"[17.7, 70.7]"
1468,2350,England,Kyle Walker,"[11.6, 63.9]"
1469,2351,England,Harry Kane,"[51.0, 58.3]"
1470,2352,England,Jude Bellingham,"[64.7, 48.0]"
1471,2353,England,Harry Kane,"[56.0, 56.5]"
1472,2354,England,Luke Shaw,"[71.5, 13.7]"
1473,2355,England,Philip Foden,"[86.3, 18.6]"
1474,2357,England,Philip Foden,"[86.3, 15.3]"
1475,2358,England,Luke Shaw,"[89.5, 3.7]"
1476,2359,England,Jude Bellingham,"[92.6, 11.1]"
1477,2360,England,Philip Foden,"[94.1, 3.7]"
1478,2361,England,Luke Shaw,"[84.8, 4.8]"
1479,2362,England,Declan Rice,"[74.1, 11.7]"
1480,2363,England,Harry Maguire,"[64.6, 27.6]"
1481,2364,England,John Stones,"[60.3, 47.0]"
1482,2365,England,Kyle Walker,"[65.2, 55.7]"
1483,2372,England,Harry Maguire,"[35.6, 12.1]"
1484,2373,England,Luke Shaw,"[45.1, 1.8]"
1485,2374,England,Philip Foden,"[58.0, 3.1]"
1486,2375,England,Harry Kane,"[68.3, 13.7]"
1487,2376,England,Jude Bellingham,"[97.3, 18.9]"
1488,2379,England,Bukayo Saka,"[97.9, 71.3]"
1489,2380,England,Jordan Brian Henderson,"[65.5, 67.5]"
1490,2381,England,Harry Kane,"[77.9, 56.1]"
1491,2382,England,Bukayo Saka,"[93.3, 68.8]"
1492,2386,England,Jordan Pickford,"[12.9, 36.7]"
1493,2389,England,Jude Bellingham,"[79.1, 26.0]"
1494,2390,England,Luke Shaw,"[102.8, 22.4]"
1495,2391,England,Bukayo Saka,"[95.3, 48.0]"
1496,2393,England,Kyle Walker,"[50.4, 76.2]"
1497,2394,England,Jordan Pickford,"[14.5, 53.4]"
1498,2395,England,John Stones,"[18.9, 57.8]"
1499,2396,England,Declan Rice,"[35.1, 55.5]"
1500,2397,England,Kyle Walker,"[34.9, 76.2]"
1501,2398,England,Jordan Brian Henderson,"[50.4, 73.0]"
1502,2399,England,Declan Rice,"[57.7, 73.4]"
1503,2400,England,Kyle Walker,"[52.5, 22.1]"
1504,2401,England,Jude Bellingham,"[42.1, 46.2]"
1505,2402,England,Jordan Pickford,"[19.8, 37.5]"
1506,2403,England,Bukayo Saka,"[80.6, 64.1]"
1507,2404,England,Jude Bellingham,"[68.0, 63.5]"
1508,2405,England,Jordan Brian Henderson,"[80.6, 75.6]"
1509,2406,England,Harry Kane,"[93.6, 69.1]"
1510,2416,England,Bukayo Saka,"[28.4, 68.4]"
